profile_id,risk,mean,std,median,mean_rank,rank_std,top3_freq,top3_pct,top5_freq,top5_pct,top10_freq,top10_pct
P2,Knowledge analysis / Human / Lack of uncertainty estimation,0.005991758295834824,0.0014925118843557576,0.005645047266670252,15.158469945355192,0.95929269134918,0,0.0,0,0.0,0,0.0
P2,Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,0.0883995417651986,0.016277024690000214,0.08797432417231178,2.4153005464480874,0.8507057772860709,169,92.34972677595628,179,97.81420765027322,183,100.0
P2,Knowledge analysis / Technological / Reliance on spurious features,0.011223205593350032,0.0023492691502535177,0.010830775878954894,12.109289617486338,1.0553382583887403,0,0.0,0,0.0,0,0.0
P2,Knowledge selection / Human / Data representativeness,0.026746105060114794,0.00478826693647455,0.026466565396052143,9.486338797814208,0.5316015959350955,0,0.0,0,0.0,183,100.0
P2,Knowledge selection / Human / Dataset bias,0.026474079559978252,0.004736553032778212,0.025692191185308837,9.486338797814208,0.5212209656682151,0,0.0,0,0.0,183,100.0
P2,Knowledge selection / Human / Limited scene diversity,0.0034212432790278182,0.000647441539999422,0.0033451097482207776,17.85792349726776,0.8818324529192884,0,0.0,0,0.0,0,0.0
P2,Knowledge selection / Human / Scale mismatch,0.0034348316979793073,0.0006748180996762992,0.0033644888982358374,17.770491803278688,0.9534540479317885,0,0.0,0,0.0,0,0.0
P2,Knowledge selection / Human / Temporal bias,0.0033446932032622314,0.0006399476779420093,0.0032914227484039113,18.16393442622951,0.8654951115112132,0,0.0,0,0.0,0,0.0
P2,Model Training / Human / Domain shift,0.011346415181523552,0.0025775163528138135,0.011161617983358015,11.633879781420765,0.8443639742827845,0,0.0,0,0.0,0,0.0
P2,Model Training / Human / Incomplete validation criteria,0.011293665594946737,0.0025166054196266354,0.011138422794742149,12.546448087431694,0.853649162193596,0,0.0,0,0.0,0,0.0
P2,Model Training / Technological / Catastrophic forgetting,0.007238418610152985,0.0012882811968236432,0.007159119483124776,14.442622950819672,0.9670741772952541,0,0.0,0,0.0,0,0.0
P2,Model Training / Technological / Confabulations,0.05763560646207159,0.011023856556920874,0.05846856659556526,5.475409836065574,1.6323896196330598,22,12.021857923497267,92,50.27322404371585,183,100.0
P2,Model Training / Technological / Confidence miscalibration,0.05721974630891029,0.010780683652048642,0.05788608550829787,5.7103825136612025,1.6523708306188476,20,10.92896174863388,78,42.62295081967213,183,100.0
P2,Model Training / Technological / Overfitting,0.05762429884868136,0.010515076028487917,0.05717429727612871,5.633879781420765,1.653725625538858,20,10.92896174863388,82,44.80874316939891,183,100.0
P2,Model operation / Human / Loss of situational awareness,0.07075828006755715,0.009178597482029763,0.06914301655262108,3.557377049180328,1.2438867803440914,111,60.65573770491803,162,88.52459016393442,183,100.0
P2,Model operation / Technological / Cascading error propagation,0.4384784781282812,0.02574934949050603,0.44120909235884964,1.0,0.0,183,100.0,183,100.0,183,100.0
P2,Model operation / Technological / Concept drift,0.05613310376168942,0.007652097542290348,0.05541555748365924,6.256830601092896,1.6741835327581784,13,7.103825136612022,66,36.0655737704918,183,100.0
P2,Model operation / Technological / Sensor artifacts,0.0565328441128121,0.0077386610818354585,0.05527334349127151,5.978142076502732,1.5990307315247934,11,6.0109289617486334,73,39.89071038251366,183,100.0
P3,Knowledge analysis / Human / Annotation errors,0.029313274776541533,0.006429984699564224,0.02890159969218918,10.273684210526316,1.9081106955815739,0,0.0,3,1.5789473684210527,107,56.315789473684205
P3,Knowledge analysis / Human / Inappropriate model architecture,0.02920219586432018,0.006274668860644398,0.0286086040654612,11.842105263157896,1.8570819751976158,0,0.0,1,0.5263157894736842,37,19.473684210526315
P3,Knowledge analysis / Human / Lack of uncertainty estimation,0.029869664107126576,0.0067411794089099015,0.029102697090163214,10.857894736842105,2.076387497927891,0,0.0,2,1.0526315789473684,89,46.8421052631579
P3,Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,0.04515210776472997,0.0102779953087657,0.043850617149707394,5.921052631578948,2.3371325092195714,29,15.263157894736842,90,47.368421052631575,179,94.21052631578948
P3,Knowledge analysis / Technological / Reliance on spurious features,0.043759414502168116,0.009440416946696877,0.0434412030367262,7.010526315789473,2.395147448893086,12,6.315789473684211,39,20.526315789473685,175,92.10526315789474
P3,Knowledge selection / Human / Data representativeness,0.010994872761668458,0.001885365047951084,0.010749315191916565,17.389473684210525,1.4994366439791578,0,0.0,0,0.0,0,0.0
P3,Knowledge selection / Human / Dataset bias,0.01119567581595326,0.002032725616367728,0.010959888791865009,16.542105263157893,1.5780787084211925,0,0.0,0,0.0,0,0.0
P3,Knowledge selection / Human / Limited scene diversity,0.011084939122576729,0.001770666196130916,0.010978856601129065,16.647368421052633,1.3005538986190832,0,0.0,0,0.0,0,0.0
P3,Knowledge selection / Human / Scale mismatch,0.011178817521823562,0.0018534019270400577,0.010889021754950818,16.9,1.2335229820998153,0,0.0,0,0.0,0,0.0
P3,Knowledge selection / Human / Temporal bias,0.011065423909001641,0.0019222789297907484,0.010872626948209426,17.4,1.3130919717657974,0,0.0,0,0.0,0,0.0
P3,Model Training / Human / Domain shift,0.044947049539703014,0.010083538096381583,0.044455534253208764,6.042105263157895,2.550194170001402,26,13.684210526315791,94,49.473684210526315,176,92.63157894736842
P3,Model Training / Human / Incomplete validation criteria,0.04464801680939306,0.010052703604682522,0.04428963626241629,6.963157894736842,2.486534372494289,14,7.368421052631578,46,24.210526315789473,172,90.52631578947368
P3,Model Training / Technological / Catastrophic forgetting,0.003574128323351288,0.0007869523666237687,0.0035052540146960597,20.0,0.0,0,0.0,0,0.0,0,0.0
P3,Model Training / Technological / Confabulations,0.02852635497716098,0.00661211577790331,0.027867983412485444,11.16842105263158,2.213131297167919,0,0.0,1,0.5263157894736842,78,41.05263157894737
P3,Model Training / Technological / Confidence miscalibration,0.0280250920155676,0.006538421208960219,0.027883909895378485,11.447368421052632,2.1361225130084924,1,0.5263157894736842,3,1.5789473684210527,59,31.05263157894737
P3,Model Training / Technological / Overfitting,0.028227448930791148,0.006505703712505222,0.027681573908299884,11.357894736842105,2.1320402359868904,0,0.0,2,1.0526315789473684,70,36.84210526315789
P3,Model operation / Human / Loss of situational awareness,0.06647153999393257,0.008382283838885432,0.06435962221822365,2.373684210526316,0.8093805983025459,171,90.0,187,98.42105263157895,190,100.0
P3,Model operation / Technological / Cascading error propagation,0.41732643928117036,0.025665477587642694,0.41756132770248733,1.0,0.0,190,100.0,190,100.0,190,100.0
P3,Model operation / Technological / Concept drift,0.052642745327803143,0.005949246407743403,0.052297493078919385,4.531578947368421,1.5749862594484827,53,27.89473684210526,143,75.26315789473685,189,99.47368421052632
P3,Model operation / Technological / Sensor artifacts,0.052794798655216815,0.006310127918417237,0.05268739607196794,4.331578947368421,1.6640320820474293,74,38.94736842105263,149,78.42105263157895,189,99.47368421052632
P4,Knowledge analysis / Human / Annotation errors,0.003843645925218218,0.0007120622877742859,0.0037437660946976576,17.06153846153846,0.7134658580282536,0,0.0,0,0.0,0,0.0
P4,Knowledge analysis / Human / Inappropriate model architecture,0.0038353456363026924,0.0007456580876777885,0.0037437660946976568,17.2,0.8076556768250269,0,0.0,0,0.0,0,0.0
P4,Knowledge analysis / Human / Lack of uncertainty estimation,0.029817351773326072,0.004204526672736115,0.028929304810549457,7.364102564102564,0.8074928528657841,0,0.0,0,0.0,195,100.0
P4,Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,0.25370542182925415,0.022234170573030478,0.25076254928935793,1.0256410256410255,0.15806189751202504,195,100.0,195,100.0,195,100.0
P4,Knowledge analysis / Technological / Reliance on spurious features,0.03318268373217475,0.004888413346325758,0.03228924723584259,6.748717948717949,0.7534099557828495,0,0.0,1,0.5128205128205128,195,100.0
P4,Knowledge selection / Human / Data representativeness,0.012523221285953243,0.0012878474085335383,0.012462237095082832,13.671794871794871,1.08366631204958,0,0.0,0,0.0,1,0.5128205128205128
P4,Knowledge selection / Human / Dataset bias,0.01249134272220387,0.0015011524299244304,0.012361334058552088,13.712820512820512,1.210886407084197,0,0.0,0,0.0,2,1.0256410256410255
P4,Knowledge selection / Human / Limited scene diversity,0.0015796808366630203,0.00016490464336927453,0.0015598973829254628,19.43076923076923,0.49518390582864863,0,0.0,0,0.0,0,0.0
P4,Knowledge selection / Human / Scale mismatch,0.0015739721090381803,0.00016059851107930078,0.0015712071927989958,19.56923076923077,0.49518390582864863,0,0.0,0,0.0,0,0.0
P4,Knowledge selection / Human / Temporal bias,0.012418917150482354,0.0014754344219739415,0.012320848269097387,13.78974358974359,1.151096438695237,0,0.0,0,0.0,2,1.0256410256410255
P4,Model Training / Human / Domain shift,0.004145925862055481,0.0007574081627414162,0.0040255241725016865,16.72820512820513,0.872940423833978,0,0.0,0,0.0,0,0.0
P4,Model Training / Human / Incomplete validation criteria,0.03196573043010299,0.004883435284832298,0.03159743734683241,6.964102564102564,0.9247278683516821,0,0.0,0,0.0,195,100.0
P4,Model Training / Technological / Catastrophic forgetting,0.018227823557658493,0.0030631597900060512,0.017893785303145518,10.297435897435898,1.3676645224216577,0,0.0,0,0.0,122,62.56410256410256
P4,Model Training / Technological / Confabulations,0.07768576692022264,0.013758957190993702,0.0769698006644033,4.943589743589744,0.25196140505719483,0,0.0,194,99.48717948717949,195,100.0
P4,Model Training / Technological / Confidence miscalibration,0.1662608130384036,0.0189693935044259,0.16736661461195068,2.4410256410256412,0.6163240692337894,185,94.87179487179486,195,100.0,195,100.0
P4,Model Training / Technological / Overfitting,0.01815854668534203,0.0026649679969429243,0.01792363607724855,10.225641025641025,1.1187717506765036,0,0.0,0,0.0,127,65.12820512820512
P4,Model operation / Human / Loss of situational awareness,0.15793743224912707,0.02463586208103795,0.16,2.7435897435897436,0.6686361441233486,178,91.28205128205128,195,100.0,195,100.0
P4,Model operation / Technological / Cascading error propagation,0.12778876414845566,0.022239638475727668,0.12777538281866715,3.8512820512820514,0.5759593089579154,27,13.846153846153847,195,100.0,195,100.0
P4,Model operation / Technological / Concept drift,0.016386122565496614,0.003245161726216045,0.016144623617921287,11.312820512820513,1.588287174056232,0,0.0,0,0.0,64,32.82051282051282
P4,Model operation / Technological / Sensor artifacts,0.01647149154251884,0.003540606591939887,0.01634548013910331,10.917948717948718,1.547018935602839,0,0.0,0,0.0,72,36.92307692307693
